NU_INSCRICAO,NU_NOTA_MT
1a46d99716282410d1170f0f35069b34e34415d4,414.4683718618069
0467e022da4ef897f666bc76f31e1bc8976f7e92,519.8353649369892
993aca0d5eac6741117947c82a3647102096255e,461.6669079288118
94c96ade6ade21deb080bba6aad537fc4f195d47,504.19548837090093
36bb672077a46a3e4755cef90437a616d28bdf23,456.644484905222
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,377.3883421321846
328ca19128d276eb4fbc309c54ec7f346c803d2f,724.3922356335861
27cdb62f0a2a5467efeb30aafbf246ed2320c532,369.0311037920469
c52cae37c3653620bbec72264c502f45ca2a8671,0.0
f9ef2695eb0986666093945894b8f2fee351bf22,535.0042645802307
2178c497293d0cab01ce74f5105b1a398fb12d8e,0.0
e21faa0c07406dde71ec02f266b19b314ba8b0e2,0.0
8a021391cdaac100dab56c59284bd50137a74129,530.8031997496071
12ee0df69325d97cb95404958c4acf4112aeab8a,0.0
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,495.8989963663154
66cf0f8b5af2466f9616fd15c0c10344df84982a,0.0
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,477.75403948009665
60edc5708acd60680891ea15379dd07c7a5924ff,0.0
b9f786712775e0d1d735398d710b01f404c985a3,419.17953633741547
564958997e204bda06fbe90afc4722805c78a855,542.9076940916818
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,411.5565825649661
527098f4ee3ceb5c393981930d23b8fe154f4db9,0.0
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,480.97541251607197
8296743fdd105ce9183561cf5b359b0a3781465e,442.26701024462574
a3b79e8c739832c77df2ba6bcdb23a7518155a33,0.0
6602c7f15a1fdd082265b64976448c6809df792d,510.6632335244663
31ae66f0fe024acae4490915c348e487f2367574,515.8434230057926
81901aa980653106e64863d957387d24e2c00af3,396.6418691541437
28e10d1bd0b6effe0edd503446ebda948ad240ad,425.85353688116356
53a7ee52a87f80241e2ca13c923e06b72bf3a059,418.24485827554935
50be5f75fdaedae454b0c3d63b7277854bd08d8f,0.0
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,0.0
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,570.54161956234
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,0.0
02681b5c893b94db204713cb4b20dde6fc3f2f95,525.1732531888597
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,455.13809519565143
829dd51f77f3ae74c2216de2d86139bd0a03367c,0.0
28c6829e69879bc1d34db1cd51b89562d3cc596b,519.8106103354373
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,472.8804599369001
96715a069fbcb2e84b26a01563921962ccc4601e,0.0
923538833160e8432636c88e8119378a43b3d766,452.26487467527426
aacb834258765a2959ee63c57d2be4923d11a696,440.89528084942833
c32e484025571dd94255a77f21de08ab8d2aaba8,483.3617531326609
d425deeec0a3c7006f14d732eff8933d5155067f,465.88550132178415
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,484.4888105640693
716a178e9a6f7791b820da77879943ac9040a547,481.2160347218767
430212cd8767ef2bff8cda0f61729203fef7523e,410.26306121182307
e97d33221238e445688a0e984778d4ecac788be2,518.541589513482
695c9481580951d830c4431fc6c9dee778ba9ca1,0.0
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,510.3626292847395
0411742cbb54fe1b6927b25f0bb52b885828c828,401.0776529627476
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,398.5177996777375
bc40729846bf209b06e2a9a890e01d4e6780f5b4,0.0
e4e7a38b58319ad0a5cde4848622b21783c907e9,490.3952536064888
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,559.5344561711067
aec1b63c3f0c9554e533752d8fe138ca82101d4a,423.29889989069204
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,494.35538247034054
4b48d500ba4410546ce01f7f6d44bcbafa73994f,407.9863830803737
edf33c347c866d26872f540bcc1f6ae415f3294c,474.436390675625
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,571.4405942718342
3a265ea6ebdc4eb2520db912adf5592f03b3d634,417.8736195708716
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,0.0
0ade5488fd62db34c11a369bdbb4327faacc1635,0.0
e418fbb77e6ff4103205f3b7f6a66d53183d809b,436.7153863255596
8ddbfe70cd41135cb6f125335a48d100789edbf7,394.95522140884555
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,0.0
1d3e406d0223d4cb0328850d689ba9fcadf62776,443.3499375489669
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,0.0
ecaf075653faf2dcdf946c0ce50629f5083347c0,405.08098466531965
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,503.1856319465963
d43894c5e83bb3a7e5000636295b0b050de19309,0.0
5b7877d12550dd35d27a02b66a13f2a27bce11ca,416.945012512556
18f800ec03e33ebad5fb97aa8465dd3e5961337e,415.60816664339546
bb39cc6296f2c9da3963994899c5c34b50965720,0.0
76facda8958cbaf5dba09a4d35d3b4de7596a49d,0.0
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,461.5991846246442
e887be276bf553575b20ed1a0de8833d9cb7e247,0.0
cc8794762ffa592758b5117d67e0d02e2e8b9c49,516.3733380757424
894d277c608610fa8c31db531f64582b9569b2e9,420.6761244882465
b2e029961aa0f20071b74708e0d97e6f200ec582,452.60053556508296
12c7d85e168b09a0278df140a22bcb0052a59b0a,396.8685311385499
64c4892488a9c6281bdabf467a0b5a6382d248e6,458.8896808462388
944e790f6e64eccf6df361247858165f17dd7abb,0.0
ac112e94587e6e4249b7182329ee5a5040ae94ea,525.6820326511852
a58cf11e498228f9aaca92b0c49f955a6163fb59,450.2358050942908
e8c84701c041b7f3b39f3125a0449fa633589fbe,484.06964584586103
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,578.8476527617722
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,0.0
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,433.0503757805913
e64ad901853230e396be49311ea98121c348fac6,483.3749139736149
8532af19be3729ea233c1f29e4c015820fc7fb3a,487.6616873388722
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,462.36864634338133
26853fd075fe27954772c3070997635b94f32b83,431.1301133810738
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,546.8075716871317
574ec310dee846f9ae8eb278480257d463f6fbcc,495.670991879352
ebb32b8df4ff9b202ba904f310724ce230cb4305,0.0
8a46e35787225c3e7adef2b998ad9c93a952106b,521.2839869944717
b62bf908b504e8c6898777a7f5b88afed358caea,394.5883098349722
10d22971ca4f53fc62d02905809ff1c37fbb68fc,600.2727031895063
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,414.79899646066656
cad47b624b484cb16291449cee30707a46c20199,0.0
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,533.9820035269963
bb6c0df09cb6663f142ce6da382b804353453af2,0.0
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,469.41762079510676
7bd0affe1bdd3681a0faecd80a3d48c023b986de,0.0
d76614020539405f481c0f5ffb9e6f88a0bf21b7,424.99397813766785
5ce2df96a99343819ead41bf242044177439696d,0.0
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,0.0
a9216c3fc0c0bf14cda0ca26a71c205458b74896,0.0
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,500.8576623072742
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,465.08557276780954
176b027cd932b17fcb6f119cfcef338a175062b8,400.5804035174367
41474f2dda61d97f38ba79906d3dbcce223d1bd1,508.1157752375201
421eb738f9e2ea73e5f4227c915762d6421102ac,0.0
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,473.34551949477975
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,0.0
134d96275e3893946c3a0e1d59f86b336fe64f6e,0.0
d4e97da32ccb6987ec074aa48c24ce949c05a78c,440.0556332145192
fa556e489987a0588e9a8edb5327e2bde1679670,0.0
95c1d266a2524560761df98b376c17604733a6ad,517.179287491871
c11c4303d2632cde64105a35554ecb77a8564260,468.9381408181575
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,474.7303958715884
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,563.6306931148097
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,452.251396723692
580c34923cbde328e0aef1641dd02033fc862c04,470.52474113892544
156e1fb82056b0f6953c443446eb4dcceed7c03b,0.0
29d8bf198da9caa59047268faca60207da24d1b7,533.0021887606899
1b3f80a1cd9fff0408e96169fcaf006936b34fed,476.33770326404397
b5932043b62e0c58e16e2cc2c9d5489390e5c895,481.50124393404155
99092cc60948943c59d68d62ed81a75a03059113,466.36183660235537
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,0.0
dd69fca6f17420dc911016a79e70583ca7ea330d,404.1859969053613
d387995af060965fb9d18973f3dbf4904f071066,393.1238158355582
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,494.0952926932352
543674772357cf9d8a7a8e7dfb89384af80ec30e,503.81514943813244
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,427.70575039941485
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,0.0
0736d379ea0962e316ce84cce8e883321be36abb,444.37090082803473
98cc842c547c69a0d27776e272fd8b61131b0b37,410.5251244606515
890b7696fa85ca2b3e90b3951efec2135e88d5cf,474.52023059164134
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,642.0925489815681
d84b48f7dc7a6e387e6e985525143589754c5b13,413.2789440358447
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,498.8401085786761
dc4fe9d4124d9278f58f6f999711116a3fe58be7,487.2898136760446
f6624d763619c0898b34dc02adf06f53a1721cd0,399.22652541105896
60b1c12559860e7ad966da4c4db5c78e17278fc0,507.39004643525993
a3f3dcb89101d86171f8bb4f4f57939717cf298a,0.0
4f365503582b97ea96462d0d36895a5e7f5926df,424.1243842553326
c80869804effb21d50cc8fff3f4c27ba5521240c,402.6059922347202
d0f351638d60e84b890a498d69c9a7961cdcdf36,465.49205502108987
48e8ec135997ff3676648d5c144c3c7150a7bbb1,409.04463941602097
45484014aefd10ea3e4b08fb93e66c251709cca6,450.479345550495
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,425.7670782800314
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,412.53870216712016
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,574.6125394364387
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,390.4286165643954
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,602.8082210464661
c83c66733c5bd90a59996e473bb69e44f6522976,412.96487969835425
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,0.0
4c373daf5547a6292c4905696c148ec83f95f083,0.0
4549620b5459bb28990580f4ca0b4c2adc5b1a68,0.0
87f89c855f377c5b100ad2986cc6569e31d94a98,532.9877939830819
d0d8601aab147c191ae37365a930c1ed3eb0414b,0.0
9a25537903e8e7eab1dfb357903d241e24e86fb8,0.0
eaecf3dd32668664e1dcc2d6c7a69042824806a6,448.3505851830297
d19fa85793fcb8ae3126d10592c9c57d3b32971f,0.0
c59b370d3aa06b68878c836bceac844953d74972,484.7452508969005
5a6d397150d1a9e9c82e120f92d1e782da34bddb,0.0
b2128312e70fdb830091aecb6b27d82617e2e226,428.2723442701126
8257941af168c0cc15f28bd596fd922352dae732,403.85796106309374
854ce153823802674f35bbe1ec010b12e9b3a56f,427.711324188217
27f1db4e266b154f6f7fbef9c225fab472652a7b,417.9822939342424
11b90bed4a05d11169f308370faf81d6e9ca2c4f,420.03266376978456
5c55b7aeae6cb75ec715b4629812175239e45c15,0.0
1391c7de937e0fea2ad23ebb111e513bf2aca2af,0.0
e9488c35627294cd8f5a809c0667aef7a3f0d465,0.0
39c22d725a24b290af887b25175ae0a8d560db4b,0.0
e001e1d73163c327a4d800697b1b36cd6921f60d,446.92400862239293
b83424ca8973e4b2eebf6eb9e26e842999432d22,399.8827820067871
202da3f471204ad489ebf0c3856437337534112d,0.0
912d751c54b46c860c5ba61666fc6fc59ca2689d,372.462630285032
8376d681a277c58f06ab633a06eaa66391126246,0.0
e114f7b197069bde8e158a0dbeaa022dd0c4e280,452.99433645616915
fa84edf183bd459ea9394d77bdc191683a75ff66,577.4683904447975
76190ff09a736ff83169394b770699b2709c5a27,498.4155411046142
515db15df8581ae72bb8e8358833016adee74e02,447.6573523101484
e2a05053c19e6fba60d0e582e6c7f371728a7106,452.22039488221765
66c14322296ac259374ec98c5c3bb2bd67ba25e9,0.0
2378556841bc8d5746f2b94d6adefc2db20f9518,529.6132751130754
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,0.0
796d558152d241567f8a72b535a5e36fe78886f3,448.71584446213217
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,512.6414044162872
3c748fc7a94edb7ac1484373751ffa8574a3281d,411.0036941386652
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,404.2765031569563
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,0.0
10a1e8808e744c619376bff659f859cd71e8c41d,439.3846042292562
fc959dafc37dde3f173f083486d84ce5c817443f,442.4682536741437
6979d91c0a1903a336c640e14eed100821a0e24d,443.26535344321326
d4e37c4c1235ce014392f6c8ba0436f195b9e459,532.8400513021431
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,0.0
565a955a60c6073157aa869c0351c626a7171ef3,538.8313937092303
5697c01ee87a008056ebc0993a1028b41a26d251,0.0
99be797e423b5ae08fe342ea772738f71975df47,614.4660286283777
b579ea83f2d6c15b2c717d16a89827d65f39904b,493.4033582789629
e9373b5c22567bec508f2fa2580e4dc3ff687caa,587.9912709689195
a465af361b68bd536dd8bf61d522b9b21755ab60,495.94560082255
c8feec2a94d996d03534ce935dec7a034667f107,660.6427616898156
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,456.4000815838028
f4f7888cfe88b7a3b0f3d94749921976353ae82c,457.53278904249817
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,458.55573230387466
2e466f15ac7b80870736fac2d0cf4bd7f362e852,461.1552634658817
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,0.0
fc83a5c665f70f39b4c7d326118cbf21a898e660,566.1962684111782
c26fbd904781a4f6c37a8f8969778f687c6c1424,0.0
ced4913c2220be57c54bc9f87bb4f441d5976671,467.28770191711294
880ade460a231d722e8bb0e4d17f3c8f77663d37,415.70329224615347
7c869f5b89ddf3130c87011b6508ee59e32682c5,409.7100216594332
9027f65d4e576928ca59690c280050c53d66506a,649.4873629108376
09eb415bcb9842d207139c8bddf32427a134d51e,527.8558421421906
f8224c83e27f4921df62876f7ff660b1dab3d974,461.0422195662603
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,0.0
dfec3182aec0997207e0845b072498065ec89aac,617.1261698165149
d653549f6d0ba70e2113b2cc56e9a83e331d2462,535.0831018397696
e95674df974af80342f676ca9e3540aecec2b8dc,481.14635999596965
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,508.6524328952652
2b7b15015ab18dc51893827c7e3f01d931a70410,0.0
22d86e8b43a9412df86ec15ac231b9919e3ec905,456.353867077251
1c61035799f6afe7f44c1fb68567d7a8945c3943,593.3939092741928
d5ed4b8732b0d7127a64f7e71137d321c56cc198,421.6940809542177
63edbbe59337f861a710bee4fe8a691d231f23da,431.74031860801966
f62bf9257782d839d38f84376b79611ed0de655d,0.0
cf14952b5b09ad1a9497769e3a08da2fd74c6102,0.0
21b8ef230efbfca6b5f15b36a3243d76ed390967,487.18542296811466
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,421.79383998880456
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,0.0
3de3c134579726fe4606b7a05f82ce19f00adb09,632.2503160855888
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,427.02754467572726
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,402.8736310975908
520c60d32fd2af8be76abd332859b36d8ae45900,440.1034018829445
6cb6e2310b52c2898e500f81bea938446592568b,453.3652344835188
0193b535914e1c5a445bede11a408bf1709cd3cb,467.323000903008
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,510.134468479607
c512a461034cd90a9c5f1a32332b748041cfeba3,0.0
6f77bbe0fc418131d06d15f50b30073eae680dbb,0.0
9b378e3937af8e97d4753cdf0c8917306354aaaf,483.0156772879963
1c92f54a5fe563622a0e23cf116461a7e147efd8,527.3967581997258
90facc45f7578775e3278aa0bd4fb59dad4d37c1,433.038961407984
563bd02a1204c85e79026a020ba5af29bce95c12,0.0
c8062c4cc7e023996bd37b87295f5a2957ddb172,455.27872662031217
ea7cc5987f9cc7f756d501961f64fa5769013823,0.0
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,594.0177779952044
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,442.4062862107314
1b61f7e184c7040ae4cea725153965e1f7f75308,446.1458877811567
aea68e00d370c2a0cfd02bf868824dec427bf23a,0.0
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,0.0
95a9c65324583892b2d1a0c1c5163488f92d4a6d,396.25403892862266
5b7e7632cf766876026d0da6aa7c6df77bc13438,437.19893529730416
a3be14b06b7aef01331da18e7a1678222b563151,0.0
92b8965cf3fb76d11e5061f26e577c23d212b9c5,0.0
96fd0462597b8cf21b1e918c1947106cd8359e5d,502.6694022643053
5c1cef937c40bf8c30c119160bedde7ef679454e,590.3791902298842
27dce80bee1eadbcd82bc7d09adb063e116870f6,0.0
271a7e5b703fc3f29f6669415048a760e6355c5b,0.0
e39fbeab552a4b6492346d821d095c3a0d691555,432.8998234426624
93694c58636eabfe86550e734efb3775ba4d739f,483.47423219222253
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,652.4638030957396
6c05e70130682975c1485a862b6e08b895650671,422.7452659084891
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,400.6264959836392
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,385.30128697858
283df09083d3c7bec2590f22355c7ba32ec88623,512.9464062243343
40b96e97dc29dfc990656e30c1038e846b6c8ff2,0.0
ff362d0a648559b9146fb97ee248eb423c3d6a50,0.0
717ae2ab18e7ba03c4f3af66500ece6580b29b71,0.0
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,584.022033141795
23131f453efc29c2af9553d307692c60a3add1ae,466.83713457748394
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,425.45303296636166
941646a7d24ee2837d7de90ff0a736bb8f61d68c,411.8465908091587
cd705413010e6e74f3b90ee78dbbd8b767488f0c,0.0
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,485.2091121213325
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,443.03669762283977
72882a9cffe151d94be90e02ce3967a91b628099,486.7585375435806
cf62916c9829bd3ad05104151eee856d6de7ca1c,582.5329466021883
6b8f4241357e65c0491cc0ef96396f811574134c,448.5947115993403
298806ed4313157d412e860ac3ea8833d6ca6970,0.0
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,404.80160591162837
4485f973590cff61be5ec78cb3032d5fdf25b809,0.0
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,446.8820709719619
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,0.0
8288badec4740382dbf7c33e4095cd4db0021bf7,391.05295453703275
5e139289eb167622f915eea3d1d6e49d15d1c873,523.3282458078079
fc050b2c8fa3446890fe1418332352177dd34506,461.37796707027627
8f309746992f374b4c2ea88f171233a9469ba649,463.07458265324544
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,481.1501614364512
145b6344526f9df32f4046c8227282477c51d69f,418.73455515734656
a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,462.5493948941285
b23775f4cd460ba687d77b058f2bc46381a0fbfe,452.87001295078426
87c4839ae2e1f274e88e7b9644fc1e1991d10aa2,568.4816308406107
9d2de5f93789220f3287c5b2bff6e4ca5c0f5e42,0.0
08b5008c1ba3ee34dcafcb332c51d485da0313f4,0.0
d0c56c5d1e19653aeb2c6fdf16c80ed09270dcaa,446.3593012893042
2bf8abe8000927aeff885fdb26e82579b54bb657,409.0207763652102
fb745761567cc26fe3b8240866c481797bc4aedf,0.0
dfcd80c91cf897b5a23dc36aeaeabf8137049ae0,535.9477587696686
3ef584654da4e658ecdffb68bc4398c97f850ccf,448.7645025040779
342a52f77f29b040bf07e9d4de7029ad604de09c,0.0
ea90166cae72eec871b4100ed8df997253bea84b,465.689022990749
0e63d5d397c72b9c9ffa3974b3ccc8c228da98ca,517.0050646525588
39e7d2bf0be98a9698aa1369b7ca5576d392a777,467.2186486582567
